id,query,context_query,task_type,label,gold,seriousness,intent_label,source,source_weight,group,source_relation,mapping_reason
public_train_lamazhengzhuan_15_7732_4469,前提是,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Contrast,relation_or_keyword_decision
public_train_womendexinshidai_2_13628_8175,现在他们不分青红皂白,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Elaboration,relation_base
public_train_lamazhengzhuan_16_7745_4479,我怎么会在这儿的呀？,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,clarification,clarification,clarification,high,澄清追问/解释依据,public_train,0.35,public_weak,Q-elab / Follow-up question,relation_clarification
public_train_zhengfu_1_19506_11492,哥，自从我跟你那天开始,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Background,relation_base
public_train_dahaoshiguang_8_1815_1108,谁是卓伟？,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,clarification,clarification,clarification,high,澄清追问/解释依据,public_train,0.35,public_weak,Clarification Q,relation_clarification
public_train_womendexinshidai_6_13713_8207,那我索性不等了,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Result,relation_or_keyword_practical
public_train_jinhun_1_7042_3948,人家说我什么呀？,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,clarification,clarification,clarification,high,澄清追问/解释依据,public_train,0.35,public_weak,Elaboration,short_question_keyword
public_train_woshiyuhuanshui_10_13843_8302,好就算你是误诊,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Continuation,relation_base
public_train_wanmeiguanxi_5_13283_8021,卫哲,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Acknowledgement,relation_base
public_train_fumuaiqing_9_4286_2449,她跟你嫂子可好呢,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Answer / Question answer pair,relation_or_keyword_practical
public_train_yiqitongguochuang_13_18452_10943,如果你生气的话,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Continuation,relation_base
public_train_xueselangman_8_17521_10457,周晓白跟我不是恋爱关系,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,relationship_reading,relationship_reading,relationship_reading,high,关系理解/态度揣测,public_train,0.35,public_weak,Elaboration,keyword_relation
public_train_sanshieryi_8_11809_7072,你还挺敢说的啊！,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_shaonianpai_7_12654_7632,哼，行啊,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_lizhipaishenghuo_16_8341_4854,别那么客气了,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_zhengyangmenxia_8_20223_11982,我冷面无情你离我远点儿啊！,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Result,relation_or_keyword_practical
public_train_nihaojiushiguang_12_9014_5296,不过你的提醒只适用于你自己,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Contrast,relation_or_keyword_decision
public_train_bianchengnidenayitian_13_1071_642,我不是故意要瞒你的,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Elaboration,relation_base
public_train_xinlianaishidai_18_16699_9856,今天以后有机会吧,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Answer / Question answer pair,relation_or_keyword_practical
public_train_xueselangman_19_17364_10330,果然是真的,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Continuation,relation_base
public_train_womendexinshidai_7_13746_8235,为什么这么做？,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,clarification,clarification,clarification,high,澄清追问/解释依据,public_train,0.35,public_weak,Clarification Q,relation_clarification
public_train_jinhun_19_7274_4127,你妈管你我不管！,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Elaboration,relation_base
public_train_xueselangman_8_17514_10450,我议论倒没听说什么,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Answer / Question answer pair,relation_or_keyword_practical
public_train_dajiangdahe_5_2351_1341,你就在家待着，哪儿也不去,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Alternation,relation_or_keyword_decision
public_train_huijiadeyouhuo_9_5506_3152,妈是真的吗？,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,clarification,clarification,clarification,high,澄清追问/解释依据,public_train,0.35,public_weak,Clarification Q,relation_clarification
public_train_xinlianaishidai_13_16537_9765,这孩子,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,relationship_reading,relationship_reading,relationship_reading,high,关系理解/态度揣测,public_train,0.35,public_weak,Commentary,keyword_relation
public_train_yiqitongguochuang_15_18485_10958,才是他最可爱的时候,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,relationship_reading,relationship_reading,relationship_reading,high,关系理解/态度揣测,public_train,0.35,public_weak,Conditional,keyword_relation
public_train_banshimitangbanshishang_4_762_447,是！高深的人才能体会它的美丽,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Acknowledgement,relation_base
curated_base_0024,这个方案一和方案四哪个更适合我开题？,高质量人工/项目规则样本，目标任务类型为 decision_support。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,curated_sample_cases_v52,1.0,curated_base,,manual_from_project_cases
public_train_yijiarenzhiming_4_17786_10573,那是，贺梅阿姨？,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,clarification,clarification,clarification,high,澄清追问/解释依据,public_train,0.35,public_weak,Q-elab / Follow-up question,relation_clarification
public_train_jiayounishizuibangde_8_6597_3702,那能成角儿的，肯定是能忍的呀！,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_qihun_13_10240_6072,那时候人家一来一看,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Contrast,relation_or_keyword_decision
public_train_fumuaiqing_13_4001_2303,他怎么不是东西了？,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,clarification,clarification,clarification,high,澄清追问/解释依据,public_train,0.35,public_weak,Q-elab / Follow-up question,relation_clarification
public_train_nishiwodechengchibaolei_9_9726_5731,我真的听够了,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_nishiwodechengchibaolei_14_9509_5599,你都不认识它,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Background,relation_base
public_train_doutinghao_13_2511_1444,明成他们也应当出一部分,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Elaboration,relation_base
public_train_zhengyangmenxia_10_19848_11747,我在你身上是没少学东西,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Explanation,relation_or_keyword_practical
public_train_waixiangren_9_13002_7844,你不想问问我去哪，去干什么,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,clarification,clarification,clarification,high,澄清追问/解释依据,public_train,0.35,public_weak,Q-elab / Follow-up question,relation_clarification
public_train_xiaoshede_11_15376_9202,你说凭空我得，我怎么开得了这个口,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Explanation,relation_or_keyword_practical
public_train_qinaidereaide_14_10614_6341,王浩他只是为别人打工,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Contrast,relation_or_keyword_decision
public_train_bianchengnidenayitian_9_1296_765,江熠不行！,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Answer / Question answer pair,relation_or_keyword_practical
public_train_fumuaiqing_15_4036_2338,我就不看了,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_heyishengxiaomo_9_4990_2942,好多人都不联系了,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Continuation,relation_base
public_train_xiaoshede_6_15734_9380,这个我心里有数的,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_xiaoshede_13_15432_9216,两个外孙,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Answer / Question answer pair,relation_or_keyword_practical
public_train_jiayounishizuibangde_3_6437_3580,还记着你亲爹是谁,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Elaboration,relation_base
public_train_haoxiansheng_11_4324_2466,厨师最忌讳这事儿了,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Explanation,relation_or_keyword_practical
public_train_sanshieryi_18_11623_6970,我把这次当成我最后一次机会了,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Explanation,relation_or_keyword_practical
public_train_fendou_18_3744_2110,怎么没有了呀？,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Contrast,relation_or_keyword_decision
public_train_fendou_6_3866_2201,我又灰溜溜地杀回来了,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Result,relation_or_keyword_practical
public_train_zhiwomennuannuandexiaoshiguang_13_20709_12198,所以，所以什么呀？,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,clarification,clarification,clarification,high,澄清追问/解释依据,public_train,0.35,public_weak,Clarification Q,relation_clarification
public_train_womendexinshidai_6_13716_8210,是吧？,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Elaboration,relation_base
public_train_yipuerzhu_8_18304_10843,我不是这个意思,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_xiaohuanxi_19_15004_8991,你还说呢？誓师大会，你这个家长都不在,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,clarification,clarification,clarification,high,澄清追问/解释依据,public_train,0.35,public_weak,Q-elab / Follow-up question,relation_clarification
public_train_xiaozhangfu_12_15936_9487,根本没来,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Result,relation_or_keyword_practical
public_train_nihaojiushiguang_5_9230_5460,可三班的成绩并没有受影响,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Contrast,relation_or_keyword_decision
public_train_shanhaiqing_3_12136_7266,尕娃是我姑的命,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Explanation,relation_or_keyword_practical
public_train_yijiarenzhiming_3_17757_10546,随你怎么说吧,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_ershibuhuo_15_3195_1791,我还没和她说呢！,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Answer / Question answer pair,relation_or_keyword_practical
public_train_banshimitangbanshishang_11_491_311,放心吧，,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,emotional_support,emotional_support,emotional_support,high,情绪承接/感受安抚,public_train,0.35,public_weak,Acknowledgement,keyword_emotion
public_train_woshiyuhuanshui_7_14194_8477,我没病,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Elaboration,relation_base
public_train_anjia_9_381_221,我求你了，别再蒙我了,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_nihaojiushiguang_4_9211_5445,这俩孩子挺能吃苦的,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,relationship_reading,relationship_reading,relationship_reading,high,关系理解/态度揣测,public_train,0.35,public_weak,Commentary,keyword_relation
public_train_renmindemingyi_14_11060_6618,光周正那些人是不够的,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_xiaozhangfu_14_15959_9509,我一半老女人，我在婚姻登记处,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Elaboration,relation_base
public_train_zhengyangmenxia_5_20149_11917,多新鲜啊,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_jimaofeishangtian_11_6706_3783,等到了那儿天也差不多亮了,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Background,relation_base
public_train_banshimitangbanshishang_1_427_262,你说对不啦！,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Continuation,relation_base
public_train_luohunshidai_8_8876_5197,好吗走了口咱看房子去走,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Alternation,relation_or_keyword_decision
public_train_waixiangren_5_12919_7787,你老家在哪儿,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,clarification,clarification,clarification,high,澄清追问/解释依据,public_train,0.35,public_weak,Q-elab / Follow-up question,relation_clarification
public_train_humamaoba_20_5857_3320,姐，你别这么看着我呀姐,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Alternation,relation_or_keyword_decision
public_train_sanshieryi_17_11586_6937,而且在我这儿你也没有通过试用,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Parallel,relation_or_keyword_decision
public_train_jimaofeishangtian_2_6869_3821,哪有呢？,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,clarification,clarification,clarification,high,澄清追问/解释依据,public_train,0.35,public_weak,Commentary,short_question_keyword
public_train_sanshieryi_8_11799_7062,你要是想着取代那个位置,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Result,relation_or_keyword_practical
public_train_wanmeiguanxi_8_13331_8053,你这儿的营业时间，是十一点到十点啊,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Alternation,relation_or_keyword_decision
public_train_banshimitangbanshishang_1_422_257,您儿子不是在国外吗？,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,relationship_reading,relationship_reading,relationship_reading,high,关系理解/态度揣测,public_train,0.35,public_weak,Q-elab / Follow-up question,keyword_relation
public_train_wanmeiguanxi_12_13116_7919,我现在已经不知道，该怎么办才好了,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Commentary,relation_or_keyword_decision
public_train_jinhun_16_7209_4063,你爱哪儿鬼混哪儿鬼混去！,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,relationship_reading,relationship_reading,relationship_reading,high,关系理解/态度揣测,public_train,0.35,public_weak,Elaboration,keyword_relation
public_train_qinaidereaide_13_10590_6322,网聊,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Answer / Question answer pair,relation_or_keyword_practical
public_train_nishiwodechengchibaolei_2_9523_5608,你也别介意,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Result,relation_or_keyword_practical
public_train_lamazhengzhuan_10_7539_4337,是理解呀,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Elaboration,relation_base
public_train_zhengfu_7_19774_11677,我告诉你警察是干什么的，,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Elaboration,relation_base
public_train_nishiwodeyan_11_9770_5769,你要有足够的素材,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Continuation,relation_base
public_train_lamazhengzhuan_10_7553_4351,我说这么半天，你怎么情理不通呢你！,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_fendou_8_3916_2226,怎么可能呢？,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,clarification,clarification,clarification,high,澄清追问/解释依据,public_train,0.35,public_weak,Commentary,short_question_keyword
public_train_woshiyuhuanshui_10_13849_8308,连客厅都买不着,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_xiaohuanxi_3_15130_9034,绕楼都绕三圈了,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Background,relation_base
public_train_humamaoba_14_5674_3256,你们怎么那么自私啊！,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_renmindemingyi_9_11305_6772,饿啦？,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,clarification,clarification,clarification,high,澄清追问/解释依据,public_train,0.35,public_weak,Clarification Q,relation_clarification
public_train_xueselangman_16_17300_10269,那算了，那我也不去了,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Result,relation_or_keyword_practical
public_train_qihun_2_10326_6110,和之前的比简直就是天差地别,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Commentary,relation_base
public_train_dajiangdahe_3_2275_1274,买了辆新车,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Narration,relation_base
public_train_luohunshidai_10_8562_4989,我就要进入火坑了,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Conditional,relation_or_keyword_decision
public_train_nihaojiushiguang_5_9225_5455,我自从第一天到振华起,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Background,relation_base
public_train_qinaidereaide_2_10767_6433,我尊重他,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Conditional,relation_or_keyword_decision
public_train_xiaoshede_5_15686_9344,那教的是学生,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Elaboration,relation_base
public_train_shaonianpai_14_12382_7449,诶，对呀,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,open_discussion,open_discussion,open_discussion,low,开放观点/价值讨论,public_train,0.35,public_weak,Acknowledgement,relation_base
public_train_shanhaiqing_2_12124_7255,结果被我害得回老家了,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,decision_support,decision_support,decision_support,medium,选择支持/权衡判断,public_train,0.35,public_weak,Contrast,relation_or_keyword_decision
public_train_jinhun_5_7368_4198,我追过来看看,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Result,relation_or_keyword_practical
public_train_xiaohuanxi_3_15132_9036,躺了好几天了,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Answer / Question answer pair,relation_or_keyword_practical
public_train_shaonianpai_13_12358_7431,大家都非常珍惜，这次机会,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,practical_help,practical_help,practical_help,medium,执行建议/行为调整,public_train,0.35,public_weak,Result,relation_or_keyword_practical
public_train_yijiarenzhiming_3_17768_10557,李尖尖跟你说的？,公开对话语料弱标注样本，标签由 discourse relation 与关键词规则映射得到。,clarification,clarification,clarification,high,澄清追问/解释依据,public_train,0.35,public_weak,Clarification Q,relation_clarification
